Taxpayer_ID,Year,Sector,Sector_Code,weight,Revenues,Other_revenues,Expenses,Net_accounting_profit,Total_additions_to_GP,Other_deductions,Investment_incentive,Carried_forward_losses,Op_WDV_Comp,Op_WDV_Mach,Op_WDV_Bld,Op_WDV_Others,sch2_wdv_beg_year_class_20,Tax_depr_Intang,Add_Bld,Add_Comp,Add_Mach,Add_Others,sch2_addinit_during_yr_class_20,Excl_Comp,Excl_Mach,Excl_Others,sch2_dispsl_class_20,Loss_lag8,Loss_lag7,Loss_lag6,Loss_lag5,Loss_lag4,Loss_lag3,Loss_lag2,Loss_lag1
29753,2023,C-Manufacturing,2,1,805804325,0,669748259,136056066,31645084,0,0,2730023,1382400,18475600,0,0,0,0,0,21454237.29,93300000,0,0,0,11000000,0,0,0,0,0,0,0,0,0,0
29766,2023,F-Construction,5,1,242460550,0,245371071,-2910521,0,0,0,60846596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29771,2023,H-Transportation and storage,7,1,725316494,0,733377800,-8061306,8562500,0,0,0,0,0,0,0,0,0,0,0,82500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29778,2023,"M-Professional, scientific and technical activities",12,1,48050525278,0,72389110284,-24338585006,26634118869,54000000,0,0,0,0,0,0,0,0,0,362990506.7,296109089.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29787,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,472942451,0,494857049,-21914598,1988564,0,0,99375461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29794,2023,I-Accommodation and food service activities,8,1,349302770,0,383472992,-34170222,34381551,0,0,0,8250432,150406889,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29796,2023,F-Construction,5,1,5378278781,0,6028570298,-650291517,19474901,0,0,1063549882,299308,5037670,0,37712774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29808,2023,L-Real estate activities,11,1,567776164,0,447129441,120646723,3959250,0,0,0,8567880,2084320,0,1184225,0,0,0,0,4781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29811,2023,"M-Professional, scientific and technical activities",12,1,553272700,0,554293573,-1020873,2044227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29812,2023,"A-Agriculture, forestry and fishing",0,1,230187000,0,229712150,474850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29813,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,597533899,0,615288731,-17754832,12320500,0,0,94260938,1800000,100624000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29816,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,14153190943,0,14338886240,-185695297,7900000,0,0,0,0,0,0,0,0,0,0,1000000,50000000,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0
29820,2023,I-Accommodation and food service activities,8,1,6905130991,0,6345876060,559254931,400814591,137625000,0,0,24178886.9,179963706.2,8268645660,0,0,0,413432283,4820869.12,76394915.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29822,2023,F-Construction,5,1,5942238962,0,5706678233,235560729,187022437,0,0,0,1114118,505128318,0,42336396,0,0,0,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29832,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,545532316,0,539476367,6055949,6272161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29837,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,180642500,0,183650200,-3007700,2831200,0,0,0,0,4160000,0,6664000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29842,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1915600170,0,1904791809,10808361,3200000,0,0,0,0,0,0,0,0,0,0,6800000,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29843,2023,F-Construction,5,1,189034185,0,188102087,932098,16564202,0,0,0,411825,289000,0,0,0,0,0,6354180,1500000,45000000,0,0,0,0,0,0,0,0,0,0,0,0,0
29849,2023,N-Administrative and support service activities,13,1,1300671890,0,1176470157,124201733,13228000,0,0,0,0,12000000,0,31920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29853,2023,S-Other service activities,19,1,740902916,0,757766187,-16863271,15313729,0,0,0,0,287886030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29868,2023,I-Accommodation and food service activities,8,1,341537351,0,330195876,11341475,27709554,0,0,0,51179,30099424,444846140,0,0,0,22242307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29869,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,209950014,0,165573176,44376838,1537280,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29870,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,953652541,0,782366584,171285957,17316745,0,0,0,0,0,0,0,0,0,0,2305084,2393220,41000000,0,0,0,0,0,0,0,0,0,0,0,0,0
29879,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,392443739,0,392003214,440525,2864324,0,0,0,5580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29881,2023,F-Construction,5,1,439619016,0,534535329,-94916313,24260292,0,0,550330428,2009766,4096476,0,88907550,0,0,0,2000000,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29894,2023,S-Other service activities,19,1,5774462706,0,5596780497,177682209,15729640,0,0,47865139,3753120,60902534,0,0,0,0,0,4400000,63836000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29896,2023,"D-Electricity, gas, steam and air conditioning supply",3,1,12456907792,0,14034413777,-1577505985,6649924228,0,0,36306134713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29903,2023,H-Transportation and storage,7,1,535010449,0,515355896,19654553,9168620,0,0,0,13657391,12751111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29919,2023,H-Transportation and storage,7,1,13320352353,0,12763780956,556571397,0,0,0,0,0,1589341360,0,15290730,0,0,0,0,166397694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29922,2023,H-Transportation and storage,7,1,2430389666,0,2409815452,20574214,290063,0,0,0,510000,816000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29923,2023,"A-Agriculture, forestry and fishing",0,1,363058800,0,359161541,3897259,17995324,0,0,0,0,0,0,59984414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29924,2023,K-Financial and insurance activities,10,1,1225611951,0,1064199718,161412233,177710803,176536881,0,5328825530,50236104,47853061,0,9263282,0,0,0,13385000,935000,9910000,0,19401824,20508200,3901181,0,0,0,0,0,0,0,0,0
29926,2023,L-Real estate activities,11,1,5926113220,0,6209106262,-282993042,0,0,0,3826177,2580000,1840000,0,0,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29929,2023,F-Construction,5,1,446846271,0,423598840,23247431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29932,2023,H-Transportation and storage,7,1,292180233,0,250619831,41560402,1176371,0,0,0,0,0,0,0,0,0,0,5700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29933,2023,"M-Professional, scientific and technical activities",12,1,218387753,0,203936362,14451391,785636,0,0,0,966420,2252800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29946,2023,"M-Professional, scientific and technical activities",12,1,560156673,0,560156673,0,18146011,258430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29950,2023,H-Transportation and storage,7,1,235653178,0,210376952,25276226,3484520,0,0,0,1831973,11535798,0,202977,0,0,0,0,566836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29954,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,189194915,0,497911859,-308716944,0,0,0,0,0,1271040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29977,2023,C-Manufacturing,2,1,274883702,0,263084497,11799205,860120,0,0,0,0,2732800,0,0,0,0,0,2338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29978,2023,S-Other service activities,19,1,343565618,0,336206647,7358971,2150550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29982,2023,C-Manufacturing,2,1,207528600,0,185316622,22211978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29984,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1409340606,0,1404273988,5066618,6841958,0,0,0,0,34209792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29988,2023,P-Education,16,1,737252471,0,691811185,45441286,65365680,0,0,0,131876000,275657800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29990,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,522145792,0,542619999,-20474207,21564204,0,0,0,0,0,0,78744960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29996,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,865685862,0,836866947,28818915,9023659,0,0,23988193.61,1460828.4,10398004,0,1587768.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,448667783,0,388236109,60431674,583040,0,0,17536400,561600,1792000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30008,2023,P-Education,16,1,777507100,0,780485664,-2978564,5414515,0,0,235877124,6696000,15453900,0,0,0,0,0,350000,11405586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30010,2023,K-Financial and insurance activities,10,1,3264421000,0,3261762477,2658523,8175542,0,0,0,2037545,44065236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30012,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1211778888,0,1205996855,5782033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30014,2023,K-Financial and insurance activities,10,1,357164956,0,275282812,81882144,10844136,0,0,0,3653120,24508288,0,0,0,0,0,0,13480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30022,2023,P-Education,16,1,169883500,0,182041939,-12158439,32011800,0,0,0,0,0,0,0,0,0,0,6900000,151434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30026,2023,C-Manufacturing,2,1,580498000,0,577148000,3350000,13237000,0,0,0,0,2696806,0,29241155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30036,2023,P-Education,16,1,756252753,0,765396803,-9144050,15932492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30038,2023,"M-Professional, scientific and technical activities",12,1,309778994,0,283367469,26411525,382650,0,0,0,377600,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30042,2023,H-Transportation and storage,7,1,3789064635,0,3742730153,46334482,40353163,0,0,0,0,0,0,134510544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30045,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,447963912,0,429405192,18558720,2425630,0,0,13298023,0,4797457,0,7518892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30048,2023,"M-Professional, scientific and technical activities",12,1,178460984,0,178460984,0,2207190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30063,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,228679884,0,196631381,32048503,0,0,0,23278389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30064,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,14533531082,0,14452494226,81036856,3718445,0,0,0,139223,17298789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30065,2024,K-Financial and insurance activities,10,1,908849903,0,709807316,199042587,67199880,0,266242467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30067,2023,Q-Human health and social work activities,17,1,246945850,0,235601781,11344069,13158031,0,0,0,2502015,62430772,0,8796407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30077,2023,Q-Human health and social work activities,17,1,32905636000,0,29996408000,2909228000,4176770770,2308477892,0,0,574889009,2646317497,0,0,0,0,0,255749150,3019898708,0,0,250000,49479500,0,0,0,0,0,0,0,0,0,0
30078,2023,P-Education,16,1,295455632,0,290207099,5248533,16512195,0,0,0,6240000,74294975,0,0,0,0,0,0,2026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30079,2023,Q-Human health and social work activities,17,1,1143979920,0,1125211481,18768439,18122300,0,0,0,2496000,27679360,0,0,0,0,0,3850000,91332250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30084,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1458687380,0,1409288005,49399375,3472508,0,0,5488038,332764.07,11954772.79,0,0,0,0,0,1949152.54,11347457.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30087,2023,F-Construction,5,1,152820000,0,151315270,1504730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30091,2023,S-Other service activities,19,1,228000000,0,208250125,19749875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30104,2023,Q-Human health and social work activities,17,1,1153386753,0,1092254798,61131955,28053867,0,0,0,0,0,0,0,0,0,0,0,4610000,199510183,0,0,0,0,0,0,0,0,0,0,0,0,0
30105,2023,S-Other service activities,19,1,718614000,0,659926500,58687500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30113,2023,"M-Professional, scientific and technical activities",12,1,257962571,0,224940632,33021939,2707032,0,0,404002352,324000,4534272,0,3430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30116,2023,S-Other service activities,19,1,328055100,0,328155100,-100000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30118,2023,N-Administrative and support service activities,13,1,635261176,0,642953200,-7692024,17564199,0,0,0,1976265,8409708,0,0,0,0,0,0,5704000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30119,2023,S-Other service activities,19,1,531887249,0,678254747,-146367498,30605500,0,0,0,0,133072500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30120,2023,F-Construction,5,1,12901175000,0,10935892000,1965283000,1176425820,0,0,1408985095,0,0,0,0,0,0,0,22834359,4264764634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30122,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,20403413477,0,20266282950,137130527,120360338,0,0,0,0,245694184,0,0,0,0,0,0,248696962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30129,2023,P-Education,16,1,738945400,0,742791072,-3845672,72414272,0,0,0,7320000,80176800,867916220,0,0,0,43395811,0,9388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30132,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1009665500,0,1163571140,-153905640,8726594,8930530,0,0,16668140,6846161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30140,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,496962572,0,592971805,-96009233,141014369,0,0,287984982,728333,33125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30141,2023,H-Transportation and storage,7,1,287679676,0,285302700,2376976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30151,2023,"M-Professional, scientific and technical activities",12,1,445375112,0,403445182,41929930,2698438,0,0,319767,2160000,0,0,12950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30152,2023,"M-Professional, scientific and technical activities",12,1,188936789,0,183584073,5352716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30157,2023,"D-Electricity, gas, steam and air conditioning supply",3,1,200307801,0,197677940,2629861,20251768,0,0,0,412646,5908500,381703360,0,0,0,19085168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30161,2023,S-Other service activities,19,1,1769570721,0,1586746815,182823906,18128289,0,0,0,3257280,3966208,0,0,0,0,0,11100000,61540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30163,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,205744500,0,181531500,24213000,183160,0,0,0,0,3084800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30166,2023,F-Construction,5,1,312982645,0,350119134,-37136489,6196163,0,0,0,5890000,1300000,0,5629261,0,0,0,16754237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30168,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,844468512,0,830215584,14252928,1357295,0,0,0,194000,5570560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30172,2023,F-Construction,5,1,3295801000,0,3265595000,30206000,60195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30173,2023,F-Construction,5,1,3295801000,0,3265595000,30206000,60195000,0,0,0,0,0,0,0,0,0,0,0,0,545376000,0,0,0,0,0,0,0,0,0,0,0,0,0
30180,2023,K-Financial and insurance activities,10,1,177843724,0,9573871,168269853,1744672,0,170014525,0,3468000,1644000,0,0,0,0,0,577400,6902500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30181,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3332168000,0,3312637858,19530142,2193962,0,0,0,0,3638008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30184,2023,N-Administrative and support service activities,13,1,1548945000,0,1475187000,73758000,16894000,3458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30185,2023,"A-Agriculture, forestry and fishing",0,1,265930000,0,266609686,-679686,17894449,0,0,0,0,68097024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30186,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,486288135,0,476633518,9654617,813625,0,0,0,1500000,2720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30191,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3603228633,0,3164238514,438990119,29140709,0,0,0,21217277,31536352,0,17695292,0,0,0,15976770,43025000,0,0,4457969,0,0,0,0,0,0,0,0,0,0,0
30195,2023,B-Mining and quarrying,1,1,30852215803,0,29880766119,971449684,4946684083,430987373,0,1732725647,12968804,16440841,0,2585114518,0,0,0,6198305,10117516416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30203,2023,F-Construction,5,1,262042742,0,251623679,10419063,10797435,0,0,0,0,22866176,0,15974000,0,0,0,3580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30209,2023,C-Manufacturing,2,1,5104499761,0,4946140138,158359623,176726115,30508475,0,316848185,0,298689187,0,0,0,0,0,0,67701671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30214,2023,C-Manufacturing,2,1,819802731,0,943904831,-124102100,26614343,0,0,0,0,10595589,0,15772439,0,0,0,2796610,105000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30216,2023,Q-Human health and social work activities,17,1,825548442,0,784752584,40795858,8951365,0,0,0,4653567,11110280,0,0,0,0,0,1500000,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30218,2023,N-Administrative and support service activities,13,1,355902000,0,354468272,1433728,19502800,0,0,0,0,57556800,0,0,0,0,0,0,12956000,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0
30220,2023,P-Education,16,1,503994651,0,488905278,15089373,20749330,3000500,8980000,0,15375000,4464000,208388000,0,0,0,10419400,0,19189500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30224,2023,"M-Professional, scientific and technical activities",12,1,190513054,0,137283121,53229933,9158270,0,0,0,802560,16484000,0,0,0,0,0,7550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30226,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2550908000,0,2457210407,93697593,13624000,18856000,0,0,2418644,0,0,22685600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30227,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,202051300,0,207363611,-5312311,10412204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30231,2023,F-Construction,5,1,168140732,0,161821957,6318775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30235,2023,"M-Professional, scientific and technical activities",12,1,179432922,0,263255669,-83822747,35710504,0,0,0,3682818.13,4303200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30247,2023,"R-Arts, entertainment and recreation",18,1,416069750,0,525130448,-109060698,5707458,0,0,0,0,18318644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30253,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,12529203164,0,12511608492,17594672,68142956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30254,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,12529203164,0,12511608492,17594672,62811832,0,0,0,5302795,46574880,0,0,0,0,0,0,56000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30258,2023,Q-Human health and social work activities,17,1,479173000,0,472534322,6638678,24785351,0,0,18920375,0,53799804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30259,2023,P-Education,16,1,159600500,0,186846401,-27245901,29646200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30276,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,855717796,0,802623623,53094173,5269448,0,0,0,391911,5386534.91,0,8925312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30278,2023,I-Accommodation and food service activities,8,1,1278685263,0,1781314483,-502629220,90423269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30283,2023,Q-Human health and social work activities,17,1,1788714745,0,1746434449,42280296,38282874,163216900,0,0,50476569,108603664,0,18625250,0,0,0,0,0,10507198,0,0,12908694,0,0,0,0,0,0,0,0,0,0
30289,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,3452380000,0,3177829916,274550084,56000000,0,0,0,0,0,1120000000,0,0,0,56000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30294,2023,F-Construction,5,1,162785500,0,161587660,1197840,580000,0,0,0,1080000,880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30298,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,2484754233,0,3610139213,-1125384980,161243,0,0,796287895,0,676457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30301,2023,F-Construction,5,1,1722642909,0,1041606908,681036001,2010139,0,0,196574491,58462,9933779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30307,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,461339759,0,456728174,4611585,15233108,0,0,0,84500,350618,0,36997208,0,0,0,0,0,13433407,0,0,0,0,0,0,0,0,0,0,0,0,0
30309,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,697164993,0,675204140,21960853,1710600,0,0,0,0,0,0,0,0,0,0,6000000,18012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30311,2023,J-Information and communication,9,1,1411398000,0,1821720000,-410322000,226683684,61973377,0,0,0,0,0,0,0,0,0,7306000,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30316,2023,P-Education,16,1,401736772,0,403711191,-1974419,11378624,0,0,0,0,305966215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30320,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,7210414444,0,7186943035,23471409,9131889,0,0,0,0,35539162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30330,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,520425683,0,515937469,4488214,520560,0,0,0,370000,1897600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30340,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,1005561278,0,995097336,10463942,542494,0,0,0,0,1771354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30348,2023,U-Activities of extraterritorial organizations and bodies,21,1,347116000,0,-89877010,436993010,10244363000,0,10601448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30353,2023,G-Wholesale and retail trade; repair of motor vehicles and motorcycles,6,1,350000000,0,341858750,8141250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30355,2023,C-Manufacturing,2,1,7449733000,0,8112185466,-662452466,680483000,88819862,0,1353698937,5217422,389221760,0,1339786506,0,0,0,0,0,32500000,0,0,0,0,0,0,0,0,0,0,0,0,0
30365,2023,"A-Agriculture, forestry and fishing",0,1,2706328500,0,2695174913,11153587,1224828,0,0,0,179935,3680773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30368,2023,H-Transportation and storage,7,1,288055243,0,538380948,-250325705,34896465,0,0,499226628,4260600,21119704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30373,2023,F-Construction,5,1,265375291,0,264870703,504588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30374,2023,H-Transportation and storage,7,1,1009520644,0,967669220,41851424,3685172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30384,2023,Q-Human health and social work activities,17,1,2313232483,0,2191301429,121931054,36535962,30045000,0,0,0,96056331.23,270000000,0,0,0,13500000,3160000,217969610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
